customer_id,country,city,tenure_days,freq,monetary,avg_amount,max_amount,recency_days,avg_gap_days,label_churn
1195,US,SF,224,4,549.0401503982,137.2600375995,168.870549103,3.0,52.3333333333,0
1196,US,Austin,222,3,382.446724146,127.482241382,235.081159149,18.0,66.5,0
1197,IN,Hyderabad,139,2,279.6171167326,139.8085583663,146.6609401848,101.0,24.0,0
1198,IN,Hyderabad,101,2,455.1480432076,227.5740216038,383.2789951932,78.0,20.0,0
1199,US,NYC,104,1,248.4736684613,248.4736684613,248.4736684613,71.0,,0
1200,DE,Munich,127,0,,,,,,1
1201,UK,London,158,3,804.4930219259,268.164340642,326.7858209714,25.0,44.5,1
1202,US,NYC,280,8,1290.187713355,161.2734641694,397.1199470018,5.0,24.4285714286,1
1203,US,SF,263,3,748.6018371932,249.5339457311,366.3080597366,35.0,66.5,0
1204,UK,Manchester,101,2,214.1145806697,107.0572903349,144.0122606594,53.0,16.0,0
1205,IN,Mumbai,165,5,783.665480251,156.7330960502,380.2806214638,38.0,30.5,0
1206,UK,Manchester,296,5,926.8996108151,185.379922163,320.6738631822,56.0,17.25,0
1207,SG,Singapore,276,6,619.2017746968,103.2002957828,150.2424466585,4.0,30.6,0
1208,IN,Delhi,153,0,,,,,,0
1209,UK,London,297,5,713.8125295535,142.7625059107,193.6287873641,40.0,40.0,0
1210,SG,Singapore,263,6,1183.8022000263,197.300366671,446.0902213184,46.0,19.0,0
1211,IN,Delhi,178,3,260.8267384509,86.9422461503,126.8772309722,46.0,40.5,1
1212,SG,Singapore,147,0,,,,,,1
1213,UK,Manchester,155,4,708.6292523207,177.1573130802,404.7864088598,39.0,28.0,1
1214,DE,Berlin,249,3,297.248314231,99.0827714103,142.2900789044,3.0,70.5,0
1215,DE,Berlin,142,4,838.8100399591,209.7025099898,519.4633240579,10.0,24.6666666667,1
1216,UK,London,246,6,1024.5916395831,170.7652732638,266.5143335538,2.0,29.4,1
1217,DE,Berlin,227,5,935.9260112392,187.1852022478,393.0567542595,31.0,18.0,1
1218,SG,Singapore,135,0,,,,,,0
1219,UK,Manchester,156,2,274.8281256716,137.4140628358,169.9931241305,26.0,34.0,0
1220,IN,Mumbai,112,0,,,,,,1
1221,SG,Singapore,154,3,886.6891397383,295.5630465794,401.5628993683,1.0,61.5,1
1222,IN,Mumbai,174,5,1316.7754088419,263.3550817684,724.3010684116,24.0,37.25,0
1223,SG,Singapore,278,3,500.8289115338,166.9429705113,202.1595210921,25.0,59.0,0
1224,DE,Munich,218,5,488.1599624839,97.6319924968,150.9695361411,25.0,42.5,0
1225,DE,Munich,240,2,300.7215865722,150.3607932861,150.3607932861,86.0,56.0,1
1226,SG,Singapore,245,2,373.8487969445,186.9243984722,253.1560447068,32.0,109.0,1
1227,US,SF,85,0,,,,,,0
1228,DE,Berlin,212,3,236.6344260671,78.8781420224,135.6837193189,69.0,60.5,1
1229,SG,Singapore,103,1,266.225334404,266.225334404,266.225334404,62.0,,0
1230,DE,Berlin,160,4,546.6521229267,136.6630307317,202.8473391453,5.0,49.0,1
1231,UK,Manchester,124,1,428.4674174988,428.4674174988,428.4674174988,49.0,,0
1232,US,SF,188,3,518.6855025301,172.89516751,285.9662467588,64.0,47.5,0
1233,SG,Singapore,172,3,409.3935409983,136.4645136661,183.997832992,31.0,57.0,1
1234,DE,Munich,190,6,865.6270193749,144.2711698958,266.9535527154,45.0,27.6,0
1235,DE,Berlin,256,5,934.5510553187,186.9102110637,266.139224303,30.0,15.0,0
1236,SG,Singapore,140,3,621.8847635265,207.2949211755,286.8877217012,31.0,36.5,1
1237,US,Austin,237,8,1421.2098766973,177.6512345872,380.2401468944,27.0,24.0,0
1238,IN,Mumbai,293,6,1016.5051258959,169.4175209826,444.7880151055,5.0,37.6,1
1239,SG,Singapore,157,2,195.9639166965,97.9819583483,160.3919976174,30.0,64.0,1
1240,IN,Bengaluru,260,6,1680.3387012341,280.0564502057,409.6929363925,39.0,26.8,0
1241,UK,London,92,0,,,,,,1
1242,US,NYC,89,1,185.4975393143,185.4975393143,185.4975393143,16.0,,0
1243,IN,Delhi,98,0,,,,,,1
1244,US,SF,217,2,182.95566779,91.477833895,125.4238457921,44.0,33.0,0
1245,SG,Singapore,295,11,1886.0262729212,171.4569339019,291.7241078389,37.0,15.8,0
1246,DE,Munich,95,0,,,,,,1
1247,SG,Singapore,204,2,289.8780170031,144.9390085016,151.5065856065,59.0,75.0,0
1248,DE,Munich,86,1,219.4285453837,219.4285453837,219.4285453837,44.0,,0
1249,DE,Berlin,87,0,,,,,,1
1250,US,Austin,111,2,280.3276494509,140.1638247255,178.6456365619,61.0,49.0,0
1251,IN,Delhi,234,7,979.4730914372,139.9247273482,239.7908237586,30.0,18.8333333333,0
1252,DE,Berlin,214,6,966.8004977536,161.1334162923,407.0334930044,16.0,36.4,0
1253,US,Austin,112,2,393.0673134771,196.5336567385,229.8868174875,37.0,10.0,0
1254,SG,Singapore,229,5,1142.3657829029,228.4731565806,409.6887939788,2.0,40.25,0
1255,IN,Bengaluru,261,4,1017.7525944213,254.4381486053,642.0929232514,26.0,33.3333333333,0
1256,IN,Hyderabad,176,8,1454.596609401,181.8245761751,438.4933558106,26.0,20.2857142857,0
1257,US,SF,93,0,,,,,,1
1258,SG,Singapore,146,4,241.1609219921,60.290230498,110.2449505512,36.0,29.3333333333,0
1259,DE,Munich,173,6,1320.4534742219,220.075579037,438.6287883322,84.0,17.8,1
1260,SG,Singapore,277,4,1132.9966731977,283.2491682994,476.4985223858,71.0,33.0,0
1261,US,Austin,163,1,189.8822957166,189.8822957166,189.8822957166,162.0,,1
1262,DE,Munich,81,0,,,,,,0
1263,UK,London,268,8,1393.7712580634,174.2214072579,321.911429752,62.0,17.8571428571,0
1264,UK,Manchester,185,3,869.5702525892,289.8567508631,343.0267739721,22.0,51.0,0
1265,US,SF,106,0,,,,,,1
1266,DE,Berlin,136,1,249.4288872894,249.4288872894,249.4288872894,109.0,,0
1267,UK,London,145,1,55.0671068385,55.0671068385,55.0671068385,89.0,,0
1268,UK,Manchester,144,5,709.7436684685,141.9487336937,197.4432487799,22.0,23.0,1
1269,UK,London,220,7,899.0590708435,128.4370101205,229.9504296009,2.0,20.3333333333,0
1270,US,NYC,234,5,552.3793081635,110.4758616327,171.9267597332,6.0,48.25,0
1271,US,SF,121,0,,,,,,0
1272,US,Austin,121,2,124.768962534,62.384481267,71.8163870398,83.0,19.0,1
1273,US,NYC,108,0,,,,,,0
1274,DE,Munich,98,2,169.1167811996,84.5583905998,90.4894070009,15.0,52.0,1
1275,UK,Manchester,186,3,850.8412068205,283.6137356068,518.9591912669,146.0,19.5,1
1276,DE,Berlin,188,8,1664.0648748116,208.0081093515,476.3330663064,2.0,24.0,0
1277,US,SF,123,1,188.3360753833,188.3360753833,188.3360753833,10.0,,0
1278,DE,Berlin,156,3,543.2396298807,181.0798766269,267.8304476689,32.0,27.5,0
1279,SG,Singapore,144,3,418.1699083458,139.3899694486,177.0389266138,53.0,25.0,1
1280,DE,Berlin,124,3,332.3997538007,110.7999179336,122.2630142518,33.0,18.0,0
1281,UK,Manchester,103,2,242.1340353155,121.0670176577,123.0704358635,29.0,45.0,0
1282,DE,Munich,224,3,669.9262221816,223.3087407272,417.9727653299,62.0,52.0,1
1283,SG,Singapore,216,3,362.0521668233,120.6840556078,159.6695997282,70.0,42.0,0
1284,DE,Berlin,278,6,1127.5991518682,187.933191978,468.8840403036,27.0,28.8,0
1285,UK,Manchester,172,5,665.6323155443,133.1264631089,218.3862378904,16.0,36.25,0
1286,DE,Berlin,291,5,823.1438187256,164.6287637451,263.7809903326,12.0,36.25,1
1287,DE,Munich,196,2,276.1942899161,138.0971449581,199.3767183334,40.0,3.0,0
1288,DE,Berlin,179,3,475.5232800938,158.5077600313,295.7404551844,26.0,64.5,0
1289,DE,Berlin,236,4,527.8688722816,131.9672180704,232.7226230196,17.0,38.6666666667,1
1290,SG,Singapore,169,2,256.8859547299,128.4429773649,161.0900617965,65.0,53.0,0
1291,DE,Berlin,292,10,1585.8330072739,158.5833007274,556.0367712318,8.0,15.4444444444,1
1292,IN,Hyderabad,290,3,607.969228036,202.6564093453,356.0990072628,31.0,41.5,0
1293,US,SF,118,2,188.7010389137,94.3505194569,98.6982164794,35.0,74.0,1
1294,US,NYC,219,4,773.9623319909,193.4905829977,266.6199413708,36.0,47.3333333333,0
1295,UK,Manchester,271,3,723.7140606528,241.2380202176,553.4445516073,56.0,40.0,0
1296,UK,London,184,5,1309.0756136854,261.8151227371,756.0986571322,24.0,36.25,0
1297,DE,Munich,129,2,342.7225491693,171.3612745846,235.9709497399,63.0,13.0,0
1298,UK,Manchester,251,0,,,,,,1
1299,UK,Manchester,162,2,391.4983987249,195.7491993624,321.6686025182,52.0,41.0,0
1300,UK,London,280,5,1023.3254994331,204.6650998866,400.4897464675,3.0,30.25,1
1301,DE,Berlin,287,5,803.3394481572,160.6678896314,229.0230752469,22.0,40.0,0
1302,SG,Singapore,182,2,557.8668668758,278.9334334379,400.1133295035,13.0,48.0,0
1303,UK,London,180,6,549.8146897145,91.6357816191,126.9442838187,50.0,18.4,0
1304,IN,Delhi,159,2,351.0094767206,175.5047383603,185.3709677539,10.0,58.0,1
1305,IN,Bengaluru,139,3,447.3200414151,149.1066804717,249.0955278192,86.0,12.5,0
1306,US,NYC,84,2,105.3624499348,52.6812249674,52.6812249674,10.0,33.0,1
1307,SG,Singapore,185,3,381.340795433,127.1135984777,171.3763652245,126.0,8.0,0
1308,US,NYC,228,1,175.688969119,175.688969119,175.688969119,196.0,,0
1309,DE,Berlin,124,1,445.6512717251,445.6512717251,445.6512717251,119.0,,1
1310,SG,Singapore,239,1,91.385498401,91.385498401,91.385498401,11.0,,0
1311,DE,Munich,202,2,375.7335246049,187.8667623025,319.7130740183,78.0,50.0,1
1312,UK,London,281,9,2093.6465233797,232.6273914866,557.7335770801,8.0,23.125,0
1313,SG,Singapore,293,6,853.297342794,142.216223799,338.5564991813,17.0,33.0,1
1314,US,SF,87,1,104.0859725387,104.0859725387,104.0859725387,74.0,,0
1315,IN,Delhi,115,1,275.5663171315,275.5663171315,275.5663171315,82.0,,0
1316,UK,Manchester,146,2,230.4266849207,115.2133424603,143.4414362965,56.0,19.0,0
1317,DE,Berlin,209,8,1430.447930163,178.8059912704,394.6810533769,22.0,20.8571428571,0
1318,IN,Bengaluru,260,2,152.2865949423,76.1432974712,102.5038582582,16.0,15.0,0
1319,IN,Mumbai,264,2,202.1160906971,101.0580453485,133.9183124285,136.0,26.0,0
1320,SG,Singapore,244,8,1621.079659286,202.6349574108,462.7047525792,14.0,22.8571428571,1
1321,SG,Singapore,178,1,126.7356266416,126.7356266416,126.7356266416,24.0,,0
1322,UK,Manchester,142,1,148.8510788205,148.8510788205,148.8510788205,36.0,,1
1323,UK,London,154,2,541.4248176601,270.71240883,415.1884396663,14.0,5.0,0
1324,SG,Singapore,237,7,1418.8560017707,202.6937145387,301.0589420719,1.0,31.8333333333,0
1325,IN,Hyderabad,89,1,82.0914900898,82.0914900898,82.0914900898,71.0,,0
1326,DE,Berlin,136,1,49.1147752482,49.1147752482,49.1147752482,44.0,,0
1327,DE,Munich,177,5,594.2520768831,118.8504153766,205.952158821,15.0,16.5,0
1328,DE,Berlin,164,2,460.5394407084,230.2697203542,294.717396177,41.0,80.0,0
1329,DE,Berlin,206,5,615.1885107613,123.0377021523,160.0982210987,45.0,30.75,0
1330,SG,Singapore,244,11,1984.9120251375,180.4465477398,358.9857510023,32.0,16.7,0
1331,SG,Singapore,220,9,1756.7919590228,195.1991065581,380.3574206401,10.0,19.125,0
1332,DE,Munich,132,2,156.8121404645,78.4060702322,115.0836616642,53.0,22.0,1
1333,SG,Singapore,295,9,1581.5059711562,175.722885684,347.9681537134,14.0,18.0,0
1334,UK,London,273,5,938.4809283827,187.6961856765,506.4333514761,15.0,43.25,0
1335,IN,Mumbai,288,3,723.0878412023,241.0292804008,427.4288285198,96.0,38.5,0
1336,DE,Berlin,290,2,360.3168035016,180.1584017508,216.1832090277,78.0,34.0,0
1337,DE,Munich,111,0,,,,,,0
1338,UK,London,144,3,396.6036935498,132.2012311833,177.3178005611,24.0,59.0,1
1339,DE,Munich,194,6,1269.6376587413,211.6062764569,348.9160323225,19.0,26.8,0
1340,US,SF,277,7,1138.2771082303,162.6110154615,314.3148484986,33.0,17.1666666667,0
1341,US,SF,191,5,842.4857521738,168.4971504348,227.2791839814,10.0,41.0,1
1342,UK,Manchester,195,2,178.6725201452,89.3362600726,138.8348557559,90.0,32.0,0
1343,UK,Manchester,260,6,983.2000308918,163.8666718153,260.7029616427,10.0,37.4,0
1344,SG,Singapore,203,0,,,,,,0
1345,SG,Singapore,211,5,709.4103574845,141.8820714969,215.6326410448,32.0,39.25,0
1346,IN,Bengaluru,163,2,280.0907850016,140.0453925008,143.4261963637,16.0,43.0,0
1347,DE,Munich,159,3,553.1670513258,184.3890171086,329.5989522322,46.0,52.5,1
1348,SG,Singapore,289,6,1302.1629383136,217.0271563856,364.0688659416,2.0,36.8,0
1349,DE,Munich,216,6,1135.1811810042,189.1968635007,214.3445068176,126.0,11.8,0
1350,DE,Berlin,161,1,223.0858173357,223.0858173357,223.0858173357,81.0,,0
1351,IN,Mumbai,188,3,366.1973332745,122.0657777582,152.5324862563,2.0,75.5,0
1352,US,SF,110,0,,,,,,1
1353,US,SF,154,1,423.2209482467,423.2209482467,423.2209482467,13.0,,0
1354,SG,Singapore,263,6,1003.5506206181,167.2584367697,269.7158772396,34.0,18.8,0
1355,DE,Munich,283,3,474.7682952234,158.2560984078,202.665373519,105.0,46.5,0
1356,DE,Munich,157,3,649.6656868028,216.5552289343,277.612987357,21.0,65.5,0
1357,UK,Manchester,293,5,1035.9757714609,207.1951542922,336.6930490241,60.0,20.5,0
1358,UK,Manchester,170,4,684.6633239603,171.1658309901,278.7289269482,20.0,36.3333333333,1
1359,UK,London,92,2,224.4305844226,112.2152922113,118.4403966746,52.0,9.0,1
1360,IN,Bengaluru,172,1,134.689403147,134.689403147,134.689403147,55.0,,0
1361,UK,London,213,5,1390.1521072562,278.0304214512,504.7586183796,19.0,41.5,1
1362,SG,Singapore,157,2,266.6971267037,133.3485633519,136.6407666243,14.0,59.0,0
1363,US,NYC,198,6,1223.0517741642,203.8419623607,361.6891412663,120.0,9.2,0
1364,DE,Munich,179,3,628.5205428938,209.5068476313,292.6199528464,35.0,67.5,0
1365,SG,Singapore,92,2,382.2224730901,191.111236545,258.2238634105,9.0,47.0,1
1366,IN,Bengaluru,214,6,884.8746982153,147.4791163692,236.0714760344,24.0,32.0,0
1367,UK,London,87,1,185.1374555393,185.1374555393,185.1374555393,26.0,,1
1368,UK,London,100,1,183.8238146228,183.8238146228,183.8238146228,13.0,,1
1369,UK,London,256,5,767.089622718,153.4179245436,188.5782858328,113.0,19.0,0
1370,SG,Singapore,283,5,837.9594884894,167.5918976979,377.5347670206,8.0,43.25,0
1371,UK,London,276,5,659.8422660573,131.9684532115,249.3365919044,56.0,32.0,1
1372,IN,Mumbai,294,8,1300.8530388358,162.6066298545,423.2963107171,13.0,22.7142857143,0
1373,US,Austin,278,4,561.7517303819,140.4379325955,318.4171216847,34.0,53.3333333333,0
1374,DE,Berlin,149,2,388.3400654597,194.1700327299,270.6541336406,78.0,57.0,1
1375,IN,Mumbai,283,3,795.7527162346,265.2509054115,435.5958696502,108.0,41.5,1
1376,DE,Munich,228,2,234.2917619361,117.145880968,127.0355428415,26.0,30.0,0
1377,DE,Munich,113,2,310.2860782564,155.1430391282,192.5293415231,55.0,28.0,1
1378,US,NYC,293,3,737.7789947275,245.9263315758,338.7545509359,58.0,60.5,0
1379,UK,Manchester,120,1,387.406273424,387.406273424,387.406273424,100.0,,0
1380,IN,Delhi,237,9,1275.5966523646,141.7329613738,220.2670216918,44.0,18.25,0
1381,DE,Munich,273,8,2225.9747014202,278.2468376775,852.7492394857,1.0,24.7142857143,0
1382,IN,Delhi,145,4,852.7510303131,213.1877575783,330.0417253687,36.0,35.3333333333,1
1383,US,NYC,160,1,86.8089859998,86.8089859998,86.8089859998,22.0,,0
1384,SG,Singapore,106,0,,,,,,1
1385,IN,Bengaluru,137,1,66.7216929314,66.7216929314,66.7216929314,31.0,,0
1386,IN,Hyderabad,122,1,152.8499679698,152.8499679698,152.8499679698,32.0,,1
1387,SG,Singapore,237,1,163.3172477872,163.3172477872,163.3172477872,158.0,,0
1388,SG,Singapore,260,4,914.7085489925,228.6771372481,331.1052818801,51.0,32.0,1
1389,DE,Munich,134,2,220.6197776146,110.3098888073,126.0536201806,52.0,14.0,1
1390,UK,Manchester,121,2,350.0559637708,175.0279818854,244.4291761961,75.0,9.0,0
1391,UK,London,81,0,,,,,,0
1392,SG,Singapore,208,3,782.9081420793,260.9693806931,393.121029096,15.0,57.5,0
1393,US,Austin,217,3,391.4045942024,130.4681980675,218.6513790525,74.0,11.5,0
1394,US,SF,128,0,,,,,,1
1395,IN,Bengaluru,224,4,562.6058015355,140.6514503839,205.4362346858,45.0,45.6666666667,1
1396,US,NYC,94,1,296.7821999632,296.7821999632,296.7821999632,90.0,,0
1397,SG,Singapore,110,0,,,,,,0
1398,US,NYC,204,0,,,,,,0
1399,DE,Munich,134,1,78.999008384,78.999008384,78.999008384,86.0,,1
1400,SG,Singapore,133,1,301.4488405251,301.4488405251,301.4488405251,25.0,,0
